C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	diletanto	diletanto	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	kalejdoskopo	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	halebardo	a halberd	grupo	alternativoj	prononco
level	harmoniumo	harmoniumo	a harmonium	grupo	alternativoj	prononco
level	uzuro	uzuro	a usury	grupo	alternativoj	prononco
level	hipodromo	hipodromo	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	impresario	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	kabrioleto	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	kalibro	a caliber	grupo	alternativoj	prononco
level	kameo	kameo	a cameo	grupo	alternativoj	prononco
level	kartografio	kartografio	cartography	grupo	alternativoj	prononco
level	aŭtokrato	aŭtokrato	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	kartuŝo	a cartouche	grupo	alternativoj	prononco
level	dekadenco	dekadenco	a decadence	grupo	alternativoj	prononco
level	kazemato	kazemato	a casemate	grupo	alternativoj	prononco
level	kepo	kepo	a kepi	grupo	alternativoj	prononco
level	monarkio	monarkio	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	ksilofono	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	kvadrilo	a quadrille	grupo	alternativoj	prononco
level	majoliko	majoliko	a majolica	grupo	alternativoj	prononco
level	makadamo	makadamo	a macadam	grupo	alternativoj	prononco
level	matadoro	matadoro	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	demonstracio	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	metronomo	a metronome	grupo	alternativoj	prononco
level	oktavo	oktavo	an octave	grupo	alternativoj	prononco
level	orografio	orografio	orography	grupo	alternativoj	prononco
level	palankeo	palankeo	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	partituro	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	peristilo	a peristyle	grupo	alternativoj	prononco
level	petardo	petardo	a petard, firecracker	grupo	alternativoj	prononco
level	pilastro	pilastro	a pilaster	grupo	alternativoj	prononco
level	pontono	pontono	a pontoon	grupo	alternativoj	prononco
level	solventa	solventa	solvent	grupo	alternativoj	prononco
level	recitativo	recitativo	a recitative	grupo	alternativoj	prononco
level	rokoko	rokoko	rococo	grupo	alternativoj	prononco
level	rotondo	rotondo	a rotunda	grupo	alternativoj	prononco
level	ametisto	ametisto	an amethyst	grupo	alternativoj	prononco
level	semaforo	semaforo	a semaphore, a signal, a traffic light	grupo	alternativoj	prononco
level	septeto	septeto	a septet	grupo	alternativoj	prononco
level	serajlo	serajlo	a seraglio	grupo	alternativoj	prononco
level	serenado	serenado	a serenade	grupo	alternativoj	prononco
level	arkeologo	arkeologo	an archaeologist (=arĥeologo)	grupo	alternativoj	prononco
level	sinedrio	sinedrio	sanhedrin, sanhedrim	grupo	alternativoj	prononco
level	soklo	soklo	a base, a pedestal, a plinth	grupo	alternativoj	prononco
level	kvasto	kvasto	a tassel, a pompom, a tassel, a fringe	grupo	alternativoj	prononco
level	tamburino	tamburino	a tambourine	grupo	alternativoj	prononco
level	tamtamo	tamtamo	a tamtam, a tomtom	grupo	alternativoj	prononco
level	tandemo	tandemo	a tandem, a tandem bicycle	grupo	alternativoj	prononco
level	tarantelo	tarantelo	a tarantella	grupo	alternativoj	prononco
level	tiaro	tiaro	a tiara, a papal crown	grupo	alternativoj	prononco
level	tindro	tindro	a tinder, a touchwood	grupo	alternativoj	prononco
level	togo	togo	a toga	grupo	alternativoj	prononco
level	topografio	topografio	topography	grupo	alternativoj	prononco
level	toreadoro	toreadoro	a toreador, a bullfighter	grupo	alternativoj	prononco
level	sateno	sateno	a satin, a sateen	grupo	alternativoj	prononco
level	transepto	transepto	a transept, a cruise	grupo	alternativoj	prononco
level	trombono	trombono	a trombone	grupo	alternativoj	prononco
level	turbino	turbino	a turbine	grupo	alternativoj	prononco
level	ulano	ulano	an ulan, an uhlan	grupo	alternativoj	prononco
level	spekulacii	spekulacii	to speculate (business), to gamble	grupo	alternativoj	prononco
level	ŝalupo	ŝalupo	a sloop, a shaloop boat, a large utility boat	grupo	alternativoj	prononco
level	ŝrapnelo	ŝrapnelo	a shrapnel	grupo	alternativoj	prononco
level	okulta	okulta	occult	grupo	alternativoj	prononco
level	baleto	baleto	a ballet	grupo	alternativoj	prononco
level	anomalio	anomalio	an anomaly	grupo	alternativoj	prononco
level	puritano	puritano	a puritan	grupo	alternativoj	prononco
level	bazalto	bazalto	a basalt	grupo	alternativoj	prononco
level	berilo	berilo	a beryl, a jasper	grupo	alternativoj	prononco
level	dinamometro	dinamometro	a dynamometer	grupo	alternativoj	prononco
level	grafito	grafito	a graphite	grupo	alternativoj	prononco
level	gutaperko	gutaperko	a gutta-percha	grupo	alternativoj	prononco
level	apoteozi	apoteozi	to apothrosize, to deify	grupo	alternativoj	prononco
level	hidrostatiko	hidrostatiko	hydrostatics	grupo	alternativoj	prononco
level	kalomelo	kalomelo	a calomel	grupo	alternativoj	prononco
level	kolodio	kolodio	a collodion	grupo	alternativoj	prononco
level	konglomerato	konglomerato	a conglomerate	grupo	alternativoj	prononco
level	eŭkaristio	eŭkaristio	a eucharist, a sacrament	grupo	alternativoj	prononco
level	kosmogonio	kosmogonio	cosmogony	grupo	alternativoj	prononco
level	kosmografio	kosmografio	cosmography	grupo	alternativoj	prononco
level	kreozoto	kreozoto	creosote	grupo	alternativoj	prononco
level	kronometro	kronometro	a chronometer	grupo	alternativoj	prononco
level	kvadraturo	kvadraturo	quadrature	grupo	alternativoj	prononco
level	horoskopo	horoskopo	a horoscope	grupo	alternativoj	prononco
level	kvociento	kvociento	a quotient	grupo	alternativoj	prononco
level	lapiso	lapiso	luna caustic	grupo	alternativoj	prononco
level	logaritmo	logaritmo	logarithm	grupo	alternativoj	prononco
level	lozanĝo	lozanĝo	a lozenge, a diamond	grupo	alternativoj	prononco
level	malakito	malakito	a malachite	grupo	alternativoj	prononco
level	manometro	manometro	a manometer, a pressure gauge	grupo	alternativoj	prononco
level	meridiano	meridiano	meridian (line)	grupo	alternativoj	prononco
level	meteoro	meteoro	meteor, a shooting star	grupo	alternativoj	prononco
level	meteorologio	meteorologio	meteorology	grupo	alternativoj	prononco
level	mikrometro	mikrometro	a micrometer	grupo	alternativoj	prononco
level	purgatorio	purgatorio	purgatory	grupo	alternativoj	prononco
level	mineralogio	mineralogio	mineralogy	grupo	alternativoj	prononco
level	plagiato	plagiato	plagiarism	grupo	alternativoj	prononco
level	naftalino	naftalino	naphthalene	grupo	alternativoj	prononco
level	nikotino	nikotino	nicotine	grupo	alternativoj	prononco
level	onikso	onikso	onyx	grupo	alternativoj	prononco
level	ozono	ozono	ozone	grupo	alternativoj	prononco
level	estono	estono	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	paralelogramo	a parallelogram	grupo	alternativoj	prononco
level	perimetro	perimetro	a perimeter	grupo	alternativoj	prononco
level	segmento	segmento	a segment	grupo	alternativoj	prononco
level	sifono	sifono	a siphon	grupo	alternativoj	prononco
level	stalagmito	stalagmito	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	stalaktito	a stalactite	grupo	alternativoj	prononco
level	striknino	striknino	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	ekskomuniki	to excommunicate	grupo	alternativoj	prononco
level	talko	talko	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangento	tangent	grupo	alternativoj	prononco
level	trapezo	trapezo	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonometrio	trigonometry	grupo	alternativoj	prononco
level	vazelino	vazelino	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	talmudo	Talmud	grupo	alternativoj	prononco
level	abnegacio	abnegacio	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	alibio	an alibi	grupo	alternativoj	prononco
level	koncesii	koncesii	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	abituriento	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	bramano	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	demagogo	a demagogue	grupo	alternativoj	prononco
level	etnografio	etnografio	ethnography	grupo	alternativoj	prononco
level	fakiro	fakiro	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	aŭreolo	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	mentoro	a mentor	grupo	alternativoj	prononco
level	pesimisto	pesimisto	a pessimist	grupo	alternativoj	prononco
level	feministo	feministo	a feminist	grupo	alternativoj	prononco
level	hetmano	hetmano	a hetman	grupo	alternativoj	prononco
level	binoklo	binoklo	binoculars	grupo	alternativoj	prononco
level	kalifo	kalifo	caliph	grupo	alternativoj	prononco
level	diluvo	diluvo	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	kaŭcio	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	kodicilo	a codicil	grupo	alternativoj	prononco
level	kongregacio	kongregacio	a congregation	grupo	alternativoj	prononco
level	konsistorio	konsistorio	a consistory	grupo	alternativoj	prononco
level	kvestoro	kvestoro	a quaestor	grupo	alternativoj	prononco
level	lamao	lamao	Lama	grupo	alternativoj	prononco
level	stenografi	stenografi	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	mandareno	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	mediumo	a medium	grupo	alternativoj	prononco
level	metempsikozo	metempsikozo	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monoteismo	monotheism	grupo	alternativoj	prononco
level	pivoto	pivoto	a pivot	grupo	alternativoj	prononco
level	nepotismo	nepotismo	nepotism	grupo	alternativoj	prononco
level	sortimento	sortimento	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilismo	nihilism	grupo	alternativoj	prononco
level	nihilisto	nihilisto	a nihilist	grupo	alternativoj	prononco
level	nimbo	nimbo	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numismatiko	numismatics	grupo	alternativoj	prononco
level	cisterno	cisterno	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	ostracismo	ostracism	grupo	alternativoj	prononco
level	panteismo	panteismo	pantheism	grupo	alternativoj	prononco
level	panteisto	panteisto	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spekulativa	speculative	grupo	alternativoj	prononco
level	parafo	parafo	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	poliso	an insurance policy	grupo	alternativoj	prononco
level	politeismo	politeismo	polytheism	grupo	alternativoj	prononco
level	prerogativo	prerogativo	a prerogative	grupo	alternativoj	prononco
level	protektorato	protektorato	a protectorate	grupo	alternativoj	prononco
level	prozelito	prozelito	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	racionalismo	rationalism	grupo	alternativoj	prononco
level	racionalisto	racionalisto	a rationalist	grupo	alternativoj	prononco
level	sinoptika	sinoptika	synoptic	grupo	alternativoj	prononco
level	skolastiko	skolastiko	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritualismo	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	spiritualisto	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	pamfleto	a pamphlet	grupo	alternativoj	prononco
level	taroko	taroko	tarot, taroc	grupo	alternativoj	prononco
level	teismo	teismo	theism	grupo	alternativoj	prononco
level	teisto	teisto	a theist	grupo	alternativoj	prononco
level	teokratio	teokratio	a theocracy	grupo	alternativoj	prononco
level	trusto	trusto	a business trust	grupo	alternativoj	prononco
level	ukazo	ukazo	a ukase	grupo	alternativoj	prononco
level	ultimato	ultimato	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	ŝaho	Shah	grupo	alternativoj	prononco
level	gramofono	gramofono	a gramophone	grupo	alternativoj	prononco
level	kreditoro	kreditoro	a creditor	grupo	alternativoj	prononco
level	ideografio	ideografio	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	idiotismo	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	indukti	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nominala	nominal	grupo	alternativoj	prononco
level	arkipelago	arkipelago	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	stenografio	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornitologio	ornithology	grupo	alternativoj	prononco
level	rekremento	rekremento	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	bombasto	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	geologo	a geologist	grupo	alternativoj	prononco
level	edikto	edikto	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	bareliefo	a bas-relief	grupo	alternativoj	prononco
level	kariolo	kariolo	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	konfekcio	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	empirio	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	navigacio	navigation	grupo	alternativoj	prononco
level	observatorio	observatorio	an observatory	grupo	alternativoj	prononco
level	abdiki	abdiki	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	admiralitato	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarĥio	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	geografo	a geographer	grupo	alternativoj	prononco
level	aĝio	aĝio	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	aŭtokratio	autocracy	grupo	alternativoj	prononco
level	demagogio	demagogio	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	doko	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	eminenco	Eminence	grupo	alternativoj	prononco
level	komandito	komandito	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	inaŭguracio	an inauguration	grupo	alternativoj	prononco
level	biologo	biologo	a biologist	grupo	alternativoj	prononco
level	katekisto	katekisto	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glukozo	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	fiziologo	a physiologist	grupo	alternativoj	prononco
level	katekizi	katekizi	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	pacifisto	a pacifist	grupo	alternativoj	prononco
level	kontribucio	kontribucio	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalismo	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarkio	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pacifismo	pacifism	grupo	alternativoj	prononco
level	plutokratio	plutokratio	plutocracy	grupo	alternativoj	prononco
level	realismo	realismo	realism	grupo	alternativoj	prononco
level	sociologo	sociologo	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	kondicionalo	conditional tense	grupo	alternativoj	prononco
level	albino	albino	an albino	grupo	alternativoj	prononco
level	genciano	genciano	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	genisto	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	korolo	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	lumbriko	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	spleno	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	oleandro	an oleander	grupo	alternativoj	prononco
level	plantago	plantago	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	akvaforto	etching	grupo	alternativoj	prononco
level	aleno	aleno	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	bireto	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	fagoto	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	kastanjeto	a castanet	grupo	alternativoj	prononco
level	paŝtelo	paŝtelo	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	pelerino	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	anilino	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	helico	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	biografo	a biographer	grupo	alternativoj	prononco
level	kalio	kalio	potassium	grupo	alternativoj	prononco
level	kinino	kinino	quinine	grupo	alternativoj	prononco
level	kloro	kloro	chlorine	grupo	alternativoj	prononco
level	latero	latero	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	natrio	sodium	grupo	alternativoj	prononco
level	zefiro	zefiro	a zephyr	grupo	alternativoj	prononco
level	regento	regento	a regent	grupo	alternativoj	prononco
level	vinkto	vinkto	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	vivisekcio	a vivisection	grupo	alternativoj	prononco
level	agronomo	agronomo	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	antropologo	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	bibliografo	a bibliographer	grupo	alternativoj	prononco
level	entomologo	entomologo	an entomologist	grupo	alternativoj	prononco
level	etimologo	etimologo	an etimologist	grupo	alternativoj	prononco
level	etiologo	etiologo	an etiologist	grupo	alternativoj	prononco
level	etnografo	etnografo	an ethnographer	grupo	alternativoj	prononco
level	genealogo	genealogo	a genealogist	grupo	alternativoj	prononco
level	geometro	geometro	a geometrician	grupo	alternativoj	prononco
level	grafologo	grafologo	a graphologist	grupo	alternativoj	prononco
level	homeopato	homeopato	a homeopathist	grupo	alternativoj	prononco
level	kartografo	kartografo	a cartographer	grupo	alternativoj	prononco
level	kosmografo	kosmografo	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	meteorologo	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	mineralogo	a mineralogist	grupo	alternativoj	prononco
level	mitologo	mitologo	a mythologist	grupo	alternativoj	prononco
level	oligarko	oligarko	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
level	ornitologo	ornitologo	an ornithologist	grupo	alternativoj	prononco
level	paleografo	paleografo	a paleographer	grupo	alternativoj	prononco
level	paleontologo	paleontologo	a paleontologist	grupo	alternativoj	prononco
level	patologo	patologo	a pathologist	grupo	alternativoj	prononco
level	plutokrato	plutokrato	a plutocrat	grupo	alternativoj	prononco
level	teokrato	teokrato	a theocrat	grupo	alternativoj	prononco
level	tipografo	tipografo	a typographer	grupo	alternativoj	prononco
level	topografo	topografo	a topographer	grupo	alternativoj	prononco
level	zoologo	zoologo	a zoologist	grupo	alternativoj	prononco
level	aristokratio	aristokratio	aristocracy	grupo	alternativoj	prononco
level	arkaismo	arkaismo	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	difterio	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	fotografio	photography	grupo	alternativoj	prononco
level	litografio	litografio	lithography	grupo	alternativoj	prononco
level	tonelo	tonelo	a ton	grupo	alternativoj	prononco
level	vipero	vipero	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	kontrapunkto	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	ĉizi	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	ĉe-metodo	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	betono	a concrete	grupo	alternativoj	prononco
level	orgeno	orgeno	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	orgasmo	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	rendevutabulo	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	aboco	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	bikonveksa	biconvex	grupo	alternativoj	prononco
level	bikonkava	bikonkava	biconcave	grupo	alternativoj	prononco
level	aidoso	aidoso	AIDS	grupo	alternativoj	prononco
level	operatoro	operatoro	an operator	grupo	alternativoj	prononco
level	opalo	opalo	an opal	grupo	alternativoj	prononco
level	prestidigito	prestidigito	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	jaĥto	a yacht	grupo	alternativoj	prononco
level	palpebrumi	palpebrumi	to wink, to blink	grupo	alternativoj	prononco
level	lupe	lupe	like a wolf	grupo	alternativoj	prononco
level	haladzo	haladzo	stench, stink	grupo	alternativoj	prononco
level	laborigi	laborigi	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	apetigi	to appetize	grupo	alternativoj	prononco
level	bokalo	bokalo	a jar	grupo	alternativoj	prononco
level	liniilo	liniilo	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	metiejo	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
level	staleto	staleto	a small stable, a small stall, a small shed	grupo	alternativoj	prononco
level	korbeto	korbeto	a small basket, a punnet	grupo	alternativoj	prononco
level	kolombeto	kolombeto	a small pidgeon	grupo	alternativoj	prononco
level	cindrujo	cindrujo	an ashtray	grupo	alternativoj	prononco
level	telefone	telefone	on a telephone	grupo	alternativoj	prononco
level	subito	subito	suddenness	grupo	alternativoj	prononco
level	bakisto	bakisto	a baker	grupo	alternativoj	prononco
level	farejo	farejo	a brewery	grupo	alternativoj	prononco
level	atestanto	atestanto	a witness	grupo	alternativoj	prononco
level	amplifikatoro	amplifikatoro	an amplifier	grupo	alternativoj	prononco
level	zigzage	zigzage	in zigzag	grupo	alternativoj	prononco
level	koboldo	koboldo	a kobold, a goblin	grupo	alternativoj	prononco
level	ordinala	ordinala	ordinal	grupo	alternativoj	prononco
level	ĉampioneco	ĉampioneco	a championship	grupo	alternativoj	prononco
level	aŭdantaro	aŭdantaro	audience, spectators (=spektantaro)	grupo	alternativoj	prononco
level	violonĉelo	violonĉelo	a cello	grupo	alternativoj	prononco
level	kasedaparato	kasedaparato	a cassette player	grupo	alternativoj	prononco
level	kampadejo	kampadejo	a camping ground, a camping site	grupo	alternativoj	prononco
level	avido	avido	avidity, greediness	grupo	alternativoj	prononco
level	korono	korono	a corona	grupo	alternativoj	prononco
level	klarneto	klarneto	a clarinet	grupo	alternativoj	prononco
level	tajpisto	tajpisto	a typist	grupo	alternativoj	prononco
level	tajpilo	tajpilo	a typewriter (tool) (=skribmaŝino)	grupo	alternativoj	prononco
level	lanfadeno	lanfadeno	a worsted	grupo	alternativoj	prononco
level	traveturo	traveturo	a drive-through	grupo	alternativoj	prononco
level	balisto	balisto	a ballista	grupo	alternativoj	prononco
level	vendota	vendota	for sale	grupo	alternativoj	prononco
level	fervorulo	fervorulo	a fan, a devotee, a zeelot, an enthusiast	grupo	alternativoj	prononco
level	hokeo	hokeo	a hockey	grupo	alternativoj	prononco
level	antibiotiko	antibiotiko	an antibiotic	grupo	alternativoj	prononco
level	konfuzilo	konfuzilo	something that confuses	grupo	alternativoj	prononco
level	ŝlagro	ŝlagro	a hit song	grupo	alternativoj	prononco
level	abako	abako	an abacus	grupo	alternativoj	prononco
level	Adamo	Adamo	Adam	grupo	alternativoj	prononco
level	aklamo	aklamo	an acclamation (joyful)	grupo	alternativoj	prononco
level	akrobata trupo	akrobata trupo	acrobat troops	grupo	alternativoj	prononco
level	akvoralo	akvoralo	a water rail	grupo	alternativoj	prononco
level	alta tajdo	alta tajdo	a high tide	grupo	alternativoj	prononco
level	altruisto	altruisto	an altruist	grupo	alternativoj	prononco
level	analekto	analekto	an analecto	grupo	alternativoj	prononco
level	aperitivo	aperitivo	an appetizer	grupo	alternativoj	prononco
level	arkeo	arkeo	(Noah's) ark	grupo	alternativoj	prononco
level	armistica linio	armistica linio	a truce line	grupo	alternativoj	prononco
level	aŭtodidakto	aŭtodidakto	an autodidact, a self-taught person	grupo	alternativoj	prononco
level	bankizo	bankizo	a ice cap, a floe	grupo	alternativoj	prononco
level	baskulo	baskulo	a bascule lever, a trigger, a teeter-totter	grupo	alternativoj	prononco
level	baskulponto	baskulponto	a drawbridge, a bascule bridge	grupo	alternativoj	prononco
level	bazarkorbo	bazarkorbo	a shopping bag	grupo	alternativoj	prononco
level	Betoveno	Betoveno	Beethoven	grupo	alternativoj	prononco
level	bibliofilo	bibliofilo	a bibliophile	grupo	alternativoj	prononco
level	boaco	boaco	a reindeer	grupo	alternativoj	prononco
level	boksisto	boksisto	a boxer	grupo	alternativoj	prononco
level	brizo	brizo	a breeze	grupo	alternativoj	prononco
level	brodaĵo	brodaĵo	an embroidery	grupo	alternativoj	prononco
level	bufro	bufro	a buffer, a bumper	grupo	alternativoj	prononco
level	buldozo	buldozo	a bulldozer	grupo	alternativoj	prononco
level	bumerango	bumerango	a boomerang	grupo	alternativoj	prononco
level	burso (monujo)	burso (monujo)	a purse	grupo	alternativoj	prononco
level	celtabulo	celtabulo	a target	grupo	alternativoj	prononco
level	centaŭro	centaŭro	Centaurus	grupo	alternativoj	prononco
level	cerba hemoragio	cerba hemoragio	a cerebral hemorrhage	grupo	alternativoj	prononco
level	deliraĵo	deliraĵo	a crazy talk	grupo	alternativoj	prononco
level	disertacio	disertacio	a dissertation, a thesis	grupo	alternativoj	prononco
level	dormiranto	dormiranto	a sleepwalker	grupo	alternativoj	prononco
level	duno	duno	a dune	grupo	alternativoj	prononco
level	duonpatrino	duonpatrino	a stepmother	grupo	alternativoj	prononco
level	elevatoro	elevatoro	an elevator	grupo	alternativoj	prononco
level	endoskopo	endoskopo	a endoscope	grupo	alternativoj	prononco
level	erinaco	erinaco	a hedgehog	grupo	alternativoj	prononco
level	ermito	ermito	an hermit	grupo	alternativoj	prononco
level	eskadro (floto)	eskadro (floto)	a fleet	grupo	alternativoj	prononco
level	esperantologo	esperantologo	Esperanto-Study	grupo	alternativoj	prononco
level	fajfilo	fajfilo	a whistle	grupo	alternativoj	prononco
level	faladpupo	faladpupo	a roly poly toy	grupo	alternativoj	prononco
level	falĉilo	falĉilo	a scythe	grupo	alternativoj	prononco
level	farbisto	farbisto	a painter	grupo	alternativoj	prononco
level	fasto	fasto	fasting (abstaining from food), fast	grupo	alternativoj	prononco
level	fazano	fazano	a pheasant	grupo	alternativoj	prononco
level	figursketado	figursketado	a figure skating (=artsketado)	grupo	alternativoj	prononco
level	flava sablero	flava sablero	a yellow sand	grupo	alternativoj	prononco
level	forcejo	forcejo	a greenhouse	grupo	alternativoj	prononco
level	forĝisto	forĝisto	a smith, a black smith	grupo	alternativoj	prononco
level	forsitio	forsitio	a forsythia	grupo	alternativoj	prononco
level	fortreso	fortreso	a fortress	grupo	alternativoj	prononco
level	galerio	galerio	a gallery	grupo	alternativoj	prononco
level	garantiulo	garantiulo	a hostage	grupo	alternativoj	prononco
level	gardrelo	gardrelo	a gard rail, a guide rail	grupo	alternativoj	prononco
level	gargaraĵo	gargaraĵo	a gargle	grupo	alternativoj	prononco
level	gazono	gazono	a lawn	grupo	alternativoj	prononco
level	glubendo	glubendo	an adhesive tape	grupo	alternativoj	prononco
level	gongo	gongo	a gong	grupo	alternativoj	prononco
level	grenado	grenado	a grenade	grupo	alternativoj	prononco
level	heredanto	heredanto	an heir, a beneficiary, a successor	grupo	alternativoj	prononco
level	Herzberg	Herzberg	Herzberg	grupo	alternativoj	prononco
level	hipnotismo	hipnotismo	hypnotism	grupo	alternativoj	prononco
level	hirudo	hirudo	a leech	grupo	alternativoj	prononco
level	homtruo	homtruo	a man hole	grupo	alternativoj	prononco
level	huffero	huffero	a horseshoe, a hoof	grupo	alternativoj	prononco
level	huligano	huligano	a hooligan	grupo	alternativoj	prononco
level	inkubatoro	inkubatoro	an incubator	grupo	alternativoj	prononco
level	jahurto	jahurto	yogurt	grupo	alternativoj	prononco
level	kablotramo (~trajno)	kablotramo (~trajno)	a funicular, a cable tram	grupo	alternativoj	prononco
level	kadro de pentraĵo	kadro de pentraĵo	a frame of a picture	grupo	alternativoj	prononco
level	kalvulo	kalvulo	a bald headed	grupo	alternativoj	prononco
level	kamentubo	kamentubo	a chimney	grupo	alternativoj	prononco
level	kanjono	kanjono	a canyon	grupo	alternativoj	prononco
level	kano	kano	a cane	grupo	alternativoj	prononco
